Loc2_CornyCholmc2_00000	#Cmowy l#es.
Loc1_Zawod1_00011	Tajka ha#nba!
Loc1_Zawod1_00012	#Kehodla njejsym lubowany synk tajkeho to#lsteho wjercha?
Loc1_Zawod1_00013	Hdy by mje ma#cerka jeno#z z domu pu#s#ci#la!
Loc1_Zawod1_00014	Haj, potom bych za wonym m#lynom pyta#l, wo kotrym#z lud#do praja, zo tam #kert sam zorno ml#eje.
Loc1_Zawod1_00015	N#o, #sto lud#do tak bled#da.
Loc1_Zawod1_00016	Krabat jako sylny m#lynski - p#reco n#e#sto k j#ed#di, #cop#lu komoru a snano tola kusk kuz#lanja - to by by#lo!
Loc1_Zawod1_00017	Krabat jako sylny #kinkar, to by so te#z star#simaj spodoba#lo a b#ole pomha#lo, ha#k tule sed#de#c a tute pjerjate sko#cata pas#c.
Loc1_Zawod1_00018	Ach, ku#zdy #de#n samska b#eda.
Loc1_Zawod1_00019	L#eto se chyla, pr#edne mrozki su #lopjena bomow wobarwili, a skoro musym zasej p#sosyt choj#di#y.
Loc1_Zawod1_00020	Taka sromota!
Loc1_Zawod1_00021	Cogodla njejsom lubowany synk takego t#lustego wjercha?
Loc1_Zawod1_00022	Gaby m#e mama jano z domu pu#s#ci#la.
Loc1_Zawod1_00023	Jo, potom by za tym m#lynom pyta#l, wo kotarem#z lu#de gronje, a#z tam cart sam zernka mlejo.
Loc1_Zawod1_00024	No, co lu#de tak bachtaju.
Loc1_Zawod1_00025	Krabat ako mocny m#lynski - p#yecej n#eco k j#e#di, #yop#lu komorku a sna#d samo hy#s#ci pit#yku guslowa#y moc - to by n#eco by#lo!
Loc1_Zawod1_00026	Krabat ako mocny guslowa#x, to by se teke starjej#syma spodoba#lo a w#ecej pomaga#lo, ako how sej#de#y a te pjerkate zw#erjeta pas#c.
Loc1_Zawod1_00036	#Lu#zica w pr#enjej po#lojcy 17. l#etstotka
Loc1_Zawod1_00037	#Lu#zyca w pr#ednej po#lojcy 17. stol#e#ya
Loc1_Zawod1_00039	K#onc z tym!
Loc1_Zawod1_00040	Ko#nc z tym!
Loc1_Zdzary1_00000	Spod#diwna to wosoba!
Loc1_Zdzary1_00001	Wona stoj p#yed domom.
Loc1_Zdzary1_00003	Spod#diwna to wosoba!
Loc1_Zdzary1_00004	Wona gl#eda z woknom wen.
Loc1_Zdzary1_00006	Durje b#orze rozpadnu.
Loc1_Zdzary1_00007	#Durja skoro rozpadnu.
Loc1_Zdzary1_00009	N#e, do toho domu nochcu!
Loc1_Zdzary1_00010	N#e, do togo doma njok!
Loc1_Zdzary1_00012	Tam njep#o#ndu. Boju so psa!
Loc1_Zdzary1_00013	Tam njepoj#dom. Bojm se psa!
Loc1_Zdzary1_00015	Za #ko bych ju dyrbja#l poch#losta#c?
Loc1_Zdzary1_00016	Za co by ju deja#l wot#strofowa#y?
Loc1_Zdzary1_00018	Nochcu, zo so rozhn#ewa!
Loc1_Zdzary1_00019	Njok, a#z se rozgori!
Loc1_Zdzary1_00021	Sym Krabat. Chcu by#c m#lynski a tohodla pytam #Kertowski m#lyn.
Loc1_Zdzary1_00022	Kajku #kw#elu m#eni#ce?
Loc1_Zdzary1_00023	Praj#ce mi pro#su, hd#de tut#on l#es bjez wupu#ca le#zi!
Loc1_Zdzary1_00024	Wa#se domske so b#orze sypnje.
Loc1_Zdzary1_00025	Nima#ce da mu#za w domje?
Loc1_Zdzary1_00026	A hd#de je wa#s mu#z d#densa?
Loc1_Zdzary1_00027	Ow, wodaj#ce pro#su. To njejsym w#ed#da#l. M#o#zu wam pomha#c?
Loc1_Zdzary1_00028	R#e#ki#ce w h#odan#kkach. Jeno#z trochu jasni#so pro#su!
Loc1_Zdzary1_00029	#Kehodla bjez wupu#ca?
Loc1_Zdzary1_00030	Je m#lynk tut#on #kert?
Loc1_Zdzary1_00031	#St#o mi pomha, zo #Kertowski m#lyn namakam?
Loc1_Zdzary1_00032	Hd#de tutoho ... tutu ... - hd#de potajkim wosobu nade#ndu?
Loc1_Zdzary1_00033	H#luboka zemja? #Serjenja? To klin#ki zajimawje.
Loc1_Zdzary1_00034	Za #ko dyrbju li#kbu dopjelni#c?
Loc1_Zdzary1_00035	Bo#zemje.
Loc1_Zdzary1_00036	Som Krabat. Cu by#y m#ly#nski a togodla pytam Cartojski m#lyn.
Loc1_Zdzary1_00037	Kakego katowarja m#eni#yo?
Loc1_Zdzary1_00038	Gro#n#yo m#e p#sosym, #do ten l#es b#dez wudrogi stoj?
Loc1_Zdzary1_00039	Wa#s chrom skoro rozpadnjo.
Loc1_Zdzary1_00040	Njama#yo ga muskego?
Loc1_Zdzary1_00041	A #do jo wa#s muski #dinsa?
Loc1_Zdzary1_00042	Ow, wodaj#yo p#sosym! To njejsom w#e#de#l. Mogu wam pomaga#y?
Loc1_Zdzary1_00043	Pow#eda#yo w godanjach - jano t#sochu jasnjej, p#sosym!
Loc1_Zdzary1_00044	Cogodla b#dez wudrogi?
Loc1_Zdzary1_00045	Jo m#lynik ten cart?
Loc1_Zdzary1_00046	Chto m#e pomaga, a#z Cartojski m#lyn namakajom?
Loc1_Zdzary1_00047	#Do togo..., how... - potakem wosobu namakajom?
Loc1_Zdzary1_00048	D#lymoka zemja? #Serjenja? To klincy zajmnje.
Loc1_Zdzary1_00049	Za co dejm licbu dowupo#lni#y?
Loc1_Zdzary1_00050	M#ej#yo #d#ek! Na zasejwi#denje.
Loc1_Zdzary1_00066	Krabat?! M#lody h#ol#kec -
Loc1_Zdzary1_00067	Krabat?! M#lody golack - 
Loc1_Zdzary1_00069	hehehe -
Loc1_Zdzary1_00070	hehehe -
Loc1_Zdzary1_00072	rjany h#ol#kec. #Kw#ela chudych du#sow #ce popadnje. Potom sy fuk -
Loc1_Zdzary1_00073	r#edny golack. Katowa#x chudych du#sow #yi popadnjo. Potom sy p#sec -
Loc1_Zdzary1_00075	hehehe.
Loc1_Zdzary1_00076	hehehe.
Loc1_Zdzary1_00078	Helski djabo#l hospodari w l#esu bjez wupu#ca -
Loc1_Zdzary1_00079	Helski djas kn#e#zy se w l#esu b#dez wudrogi -
Loc1_Zdzary1_00081	hehehehe.
Loc1_Zdzary1_00082	hehehehe.
Loc1_Zdzary1_00084	Hehehe -
Loc1_Zdzary1_00085	Hehehe -
Loc1_Zdzary1_00087	H#luboka zemja, to sy na pu#cu. #S#ere #serjenja zdaloka, to sy na pu#cu -
Loc1_Zdzary1_00088	d#lymoka zemja, to sy na droze. #Sere #serjenja zdaloka, to sy na droze -
Loc1_Zdzary1_00090	hehehe.
Loc1_Zdzary1_00091	hehehe.
Loc1_Zdzary1_00093	Njechab#laj! Wosta#n na pu#cu!
Loc1_Zdzary1_00094	Njewotbocuj! Wosta#n na droze!
Loc1_Zdzary1_00096	Hehehe -
Loc1_Zdzary1_00097	Hehehe -
Loc1_Zdzary1_00099	L#es bjez wupu#ca -
Loc1_Zdzary1_00100	l#es b#dez wudrogi -
Loc1_Zdzary1_00102	hehehe.
Loc1_Zdzary1_00103	hehehe.
Loc1_Zdzary1_00105	Na pra#senja wotmo#lwy, za h#odan#kka h#l#oj#kku, za hr#on#kka kro#siki. L#es bjez wupu#ca -
Loc1_Zdzary1_00106	Na p#sa#sanja wotegrona, za goda#nka g#lowku, za gronka kro#syki. L#es b#dez wudrogi -
Loc1_Zdzary1_00108	hehehe -
Loc1_Zdzary1_00109	hehehe -
Loc1_Zdzary1_00111	bjez wupu#ca!
Loc1_Zdzary1_00112	B#dez wudrogi!
Loc1_Zdzary1_00114	#Kakaja w#sud#de -
Loc1_Zdzary1_00115	Cakaju w#su#di -
Loc1_Zdzary1_00117	hehe -
Loc1_Zdzary1_00118	hehe -
Loc1_Zdzary1_00120	na jednym boku #kert, na druhim boku #kertojo. P#lomje#sko pokazuje pu#c -
Loc1_Zdzary1_00121	na jadnom boku cart, na drugem boku carty. P#lomje#nko pokazujo drogu -
Loc1_Zdzary1_00123	hehe -
Loc1_Zdzary1_00124	hehe -
Loc1_Zdzary1_00126	k jednomu.
Loc1_Zdzary1_00127	k jadnomu.
Loc1_Zdzary1_00129	Hehehe!
Loc1_Zdzary1_00130	Hehehe -
Loc1_Zdzary1_00132	#St#o je #kert? Wojak, bur, knje#zk, kral abo m#lynk?
Loc1_Zdzary1_00133	Chto jo cart? Wojak, bur, kn#e#zk, kral abo m#lynik?
Loc1_Zdzary1_00135	Hehe -
Loc1_Zdzary1_00136	Hehe -
Loc1_Zdzary1_00138	abo m#lynk?!
Loc1_Zdzary1_00139	abo m#lynik?
Loc1_Zdzary1_00141	Njeje zw#erjo ani #k#lowjek -
Loc1_Zdzary1_00142	Njejo zw#erje, njejo lu#d -
Loc1_Zdzary1_00144	hehe -
Loc1_Zdzary1_00145	hehe -
Loc1_Zdzary1_00147	wo#ki ka#z #subut, ko#zu ka#z ryba -
Loc1_Zdzary1_00148	wocy ka#z #subut, ko#zu ka#z ryba -
Loc1_Zdzary1_00150	hehe -
Loc1_Zdzary1_00151	hehe -
Loc1_Zdzary1_00153	njeje stary, na #zadyn pad m#lody -
Loc1_Zdzary1_00154	njejo stary, na #zeden pad m#lody -
Loc1_Zdzary1_00156	hehe -
Loc1_Zdzary1_00157	hehe -
Loc1_Zdzary1_00159	d#d#e#ci so jeho boja.
Loc1_Zdzary1_00160	#di#yi se jogo boje.
Loc1_Zdzary1_00162	Tam nad #Kornym Hal#strowom -
Loc1_Zdzary1_00163	Tam, #do#z se Carny Hal#strow wijo -
Loc1_Zdzary1_00165	hehe!
Loc1_Zdzary1_00166	hehe.
Loc1_Zdzary1_00168	P#ri brjoze wid#dach postawu - so str#o#zi -
Loc1_Zdzary1_00169	Na k#loninje brjoga som wi#de#l postawu - se wut#sa#sy -
Loc1_Zdzary1_00171	hehe -
Loc1_Zdzary1_00172	hehe -
Loc1_Zdzary1_00174	do wody a pre#k -
Loc1_Zdzary1_00175	do wody a p#sec -
Loc1_Zdzary1_00177	hehehehe.
Loc1_Zdzary1_00178	hehehehe.
Loc1_Zdzary1_00180	Dwana#coch ma -
Loc1_Zdzary1_00181	Dwanas#co ma -
Loc1_Zdzary1_00183	hehe -
Loc1_Zdzary1_00184	hehe -
Loc1_Zdzary1_00186	mi#ster #kornych kum#stow -
Loc1_Zdzary1_00187	mejsta#x carnych kum#stow -
Loc1_Zdzary1_00189	hehe -
Loc1_Zdzary1_00190	hehe -
Loc1_Zdzary1_00192	mudry sy a p#r#ehraje#s -
Loc1_Zdzary1_00193	mudry sy a zejgrajo#s -
Loc1_Zdzary1_00195	hehe -
Loc1_Zdzary1_00196	hehe -
Loc1_Zdzary1_00198	j#edna#coch ma, a Krabat li#kbu dopjelni -
Loc1_Zdzary1_00199	jadnas#co ma, a Krabat licbu dowupo#lnijo -
Loc1_Zdzary1_00201	hehe.
Loc1_Zdzary1_00202	hehe.
Loc1_Zdzary1_00204	T#ri, sydom, dwana#ce - #korne li#kby -
Loc1_Zdzary1_00205	T#yi, sedym, dwanas#co - carne licby -
Loc1_Zdzary1_00207	hehe.
Loc1_Zdzary1_00208	hehe.
Loc1_Zdzary1_00210	Dwana#co su byli, budu a wostanu.
Loc1_Zdzary1_00211	Dwanas#co su byli, budu a wostanu.
Loc1_Zdzary1_00213	Hehe!
Loc1_Zdzary1_00214	Hehe -
Loc1_Zdzary1_00216	Sypnje ... - w#ezo sypnje. Faluje m#oc, m#oc muskeje ruki -
Loc1_Zdzary1_00217	rozpadnjo... - se w#e, a#z rozpadnjo. Felujo moc, moc muskeje ruki -
Loc1_Zdzary1_00219	hehe.
Loc1_Zdzary1_00220	hehe.
Loc1_Zdzary1_00222	N#ekak d#diwnu#ska, ta stara. Nochcemoj rad#so dale hi#c?
Loc1_Zdzary1_00223	N#ekak #diwnu#kka, ta stara. Njocomej dalej hy#y?
Loc1_Zdzary1_00225	Ma#s prawje. D#di rad#so dale. Nic zo #ce hi#s#ce kusnje!
Loc1_Zdzary1_00226	N#e! Za #ko sym sej tutu hru hewak kupi#l?
Loc1_Zdzary1_00227	Ma#s p#sawje. #Di lubjej dalej. Sna#d #yi hy#s#ci woblico rozdrapajo.
Loc1_Zdzary1_00228	N#e! T#sach njetrjeba#s m#e#y! P#sa#saj se dalej!
Loc1_Zdzary1_00231	B#ech m#loda, rjana -
Loc1_Zdzary1_00232	Som by#la m#loda, r#edna -
Loc1_Zdzary1_00234	hehe -
Loc1_Zdzary1_00235	hehe -
Loc1_Zdzary1_00237	krasna njewjesta, wulkotne hejsowanje -
Loc1_Zdzary1_00238	k#sasna njewjesta, wjelike ru#sowanje -
Loc1_Zdzary1_00240	hehe.
Loc1_Zdzary1_00241	hehe.
Loc1_Zdzary1_00243	Surowe mocy walachu so p#rez kraj -
Loc1_Zdzary1_00244	Surowe mocy su se walili p#yez kraj -
Loc1_Zdzary1_00246	hehe -
Loc1_Zdzary1_00247	hehe -
Loc1_Zdzary1_00249	p#red po#l l#etstotkom. Wzachu mi mu#za, nana a ma#c.
Loc1_Zdzary1_00250	p#yed po#l stol#e#yim, su wzeli muskego, nana a mamu.
Loc1_Zdzary1_00252	Sym wudowa.
Loc1_Zdzary1_00253	Som wudowa.
Loc1_Zdzary1_00255	Mi pomha#c -
Loc1_Zdzary1_00256	M#e pomaga#y -
Loc1_Zdzary1_00258	hehe?
Loc1_Zdzary1_00259	hehe?
Loc1_Zdzary1_00261	Pomhaj sej sam! Pytaj zbo#zo! Tu je njenamaka#s -
Loc1_Zdzary1_00262	Pomagaj se sam! Pytaj gluku! How ju njenamakajo#s -
Loc1_Zdzary1_00264	hehe -
Loc1_Zdzary1_00265	hehe -
Loc1_Zdzary1_00267	won do dalokeho sw#eta -
Loc1_Zdzary1_00268	wen do dalokego sw#eta -
Loc1_Zdzary1_00270	hehehe.
Loc1_Zdzary1_00271	hehehe.
Main_Info_00000	DESIGN$HRY:
Main_Info_00001	Jan$Bje#n#s
Main_Info_00002	J#prg$H#ubner
Main_Info_00003	DESIGN$GRY:
Main_Info_00004	Jan$Bje#n#s
Main_Info_00005	J#prg$H#ubner
Main_Info_00009	PROGRAM#EROWANJE:
Main_Info_00010	Daniel$Zoba
Main_Info_00011	Stefan$Zarje#nk
Main_Info_00012	PROGRAM#EROWANJE:
Main_Info_00013	Daniel$Zoba
Main_Info_00014	Stefan$Zarje#nk
Main_Info_00018	RYSOWANKI:
Main_Info_00019	#S#c#epan$Hanu#s
Main_Info_00020	KRESLANKI:
Main_Info_00021	#S#c#epan$Hanu#s
Main_Info_00024	GRAFIKA$A$ANIMACIJE:
Main_Info_00025	Jan$Bje#n#s
Main_Info_00026	GRAFIKA$A$ANIMACIJE:
Main_Info_00027	Jan$Bje#n#s
Main_Info_00030	HUD#DBA:
Main_Info_00031	Micha#l Cy#z
Main_Info_00032	ZWUK:
Main_Info_00033	Jan Bje#n#s
Main_Info_00034	MUZIKA:
Main_Info_00035	Micha#l Cy#z
Main_Info_00036	ZUK:
Main_Info_00037	Jan Bje#n#s
Main_Info_00042	DIALOGI$A$TEKSTY:
Main_Info_00043	J#prg$H#ubner
Main_Info_00044	DIALOGI$A$TEKSTY:
Main_Info_00045	J#prg$H#ubner
Main_Info_00048	Lektorka: Bo#zena Pawlikec$$P#re#lo#zk do delnoserb#s#ciny: Gerat Nagora$$Wobalka a p#riru#kka: Toma#s #So#lta$$Fotografija: Toma#s #So#lta$$Zhotowjene w nadawku$Za#lo#zby za serbski lud
Main_Info_00049	Lektorka: Bo#zena Pawlikec$$P#ye#lo#zk do dolnoserb#s#ciny: Gerat Nagora$$Wobalka a p#yirucka: Toma#s #So#lta$$Fotografija: Toma#s #So#lta$$Zgotowjenje w nadawku$Za#lo#zby za serbski lud
Main_Info_00050	Lektorin : Bo#zena Paulick$$#Ubersetzung ins Niedersorbische: Gerhard Nagora$$Verpackungsdesign : Thomas Scholze$$Fotografie : Thomas Scholze$$Hergestellt im Auftrag der$Stiftung f#ur das sorbische Volk
Main_Inventar_00000	To nje#nd#de.
Main_Inventar_00001	To so njehod#di.
Main_Inventar_00002	Tak nic.
Main_Inventar_00003	To ja njem#o#zu #kini#c.
Main_Inventar_00004	To njej#do.
Main_Inventar_00005	To se njego#di.
Main_Inventar_00006	Tak nic.
Main_Inventar_00007	To njamogu cyni#y.
Main_Inventar_00012	Pi#s#ca#lka je dopomnjenka$na mojeho d#d#eda.
Main_Inventar_00013	#Swica#lka jo dopomnjenka$na mojogo starego nana.
Main_Inventar_00015	To je m#oj pastyrski kij.
Main_Inventar_00016	To jo moj pastyrski kij.
Main_Inventar_00018	Za #ko budu j#on jeno#z trjeba#c?
Main_Inventar_00019	Za co budu to jano trjeba#y?
Main_Inventar_00021	Horn#kk je pr#ozdny.
Main_Inventar_00022	Gjarny#sk jo prozny.
Main_Inventar_00024	W#ed#dach, zo ma tale w#ec h#o#kku!
Main_Inventar_00025	Som w#e#de#l, a#z ma ta w#ec n#ekaku kokulku!
Main_Inventar_00027	Kruty powjaz.
Main_Inventar_00028	Twardy #stryck.
Main_Inventar_00030	Hmmm, wupada ka#z k#rud.
Main_Inventar_00031	Hmmm, wugl#eda ka#z k#yud.
Main_Inventar_00033	Pi, ba - su te slinojte!
Main_Inventar_00034	Pi, ba - su te slinojte!
Main_Inventar_00036	Z tym m#o#zu wud#di#c hi#c.
Main_Inventar_00037	Z tym mogu wu#dit hy#y.
Main_Inventar_00039	Tale wa#kka p#o#nd#de so hnydom kupa#c!
Main_Inventar_00040	Ten wu#ze#nc poj#do se ned kupat!
Main_Inventar_00042	Hladaj#ce, #sto sym popadny#l!
Main_Inventar_00043	Gl#edaj#yo, co som #lapi#l!
Main_Inventar_00045	Ma#le, zd#d#ela kulowate wohnjowe kamu#ski.
Main_Inventar_00046	Ma#le, zd#d#ela kulowate wognjowe kamu#ski.
Main_Inventar_00048	Jeno#z z drjewa.$Hdy by jeno#z prawa by#la!
Main_Inventar_00049	Jano z drjewa.$Gaby ta jano p#sawa by#la!
Main_Inventar_00051	Puh, ta hi#zo po#kina smjerd#de#c ...
Main_Inventar_00052	Puh, ta ju#zo zachopina smjer#de#y ...
Main_Inventar_00054	Hej, sym bohaty!
Main_Inventar_00055	Hej, som bogaty!
Main_Inventar_00057	T#on horn#kk z b#l#otom nikomu wjace$poski#ci#c njem#o#zu.
Main_Inventar_00058	Ten gjarny#sk z b#lotom nikomu w#ecej$bitowa#y njamogu.
Main_Inventar_00060	Aj, p#rez nju m#o#zu dycha#c!
Main_Inventar_00061	Aj, p#yez nju mogu dycha#y!
Main_Inventar_00063	Knje#zkojo, bjer#ce so na ked#dbu!$N#o haj, najsylni#sa br#o#n to runje njeje.
Main_Inventar_00064	Kn#e#zki, gl#edaj#yo se pr#edk!$No jo, nejmocnjej#sa bro#n to rowno njejo.
Main_Inventar_00066	Krasne, #korne rapakowe pjerjo.
Main_Inventar_00067	K#sasne, carne rapakowe pjerje!
Main_Inventar_00069	Karta na#seje wokoliny.
Main_Inventar_00070	Karta na#seje wokoliny.
Main_Inventar_00072	Doporu#kenje. Trjebam je za Dinglingera.
Main_Inventar_00073	Porucny list. Ten trjeba Dinglinger.
Main_Inventar_00075	Njepodpisana a njezyglowana$potwjerd#denka.
Main_Inventar_00076	Njepodpisane a njezyglowane$wopodstatnjenje.
Main_Inventar_00078	Njepodpisana, ale zyglowana$potwjerd#denka.
Main_Inventar_00079	Njepodpisane, ale zyglowane$wopodstatnjenje.
Main_Inventar_00081	Podpisana, ale njezyglowana potwjerd#denka.
Main_Inventar_00082	Podpisane, ale njezyglowane wopodstatnjenje.
Main_Inventar_00084	Podpisana kralowska potwjerd#denka$z kralowskim pje#katom.
Main_Inventar_00085	Podpisane kralojske wobtwar#denje$z kralojskim zyglom.
Main_Inventar_00087	To je drjewo za tepjenje.
Main_Inventar_00088	To jo drjewo za topjenje!
Main_Inventar_00090	Rjany, mjechki ko#zuch.
Main_Inventar_00091	R#edny, m#eki ko#zuch.
Main_Inventar_00093	Hd#de jeno#z k#otwica d#der#zi?
Main_Inventar_00094	#Do jano kokula #dar#zy?
Main_Inventar_00096	Kruty powjaz.
Main_Inventar_00097	Twardy #stryck.
Main_Inventar_00099	Powjaz z k#otwicu. N#etko sym prawy pirat.
Main_Inventar_00100	#Stryk z kokulu. N#ent som p#sawy pirat.
Main_Inventar_00102	5 tolerjow. Wjele to njeje!
Main_Inventar_00103	5 tolarjow. Wjele to njejo!
Main_Inventar_00105	W tutej dras#ce wupadam ka#z dypornak.
Main_Inventar_00106	W tej drastwje wugl#edajom ako #di#yelc.
Main_Inventar_00108	Do#lha hlebija.
Main_Inventar_00109	D#lujke kopje.
Main_Inventar_00111	Z tym so ch#etro po#ci#s.
Main_Inventar_00112	Z tym se bejnje znoj#s.
Main_Inventar_00114	Tak so wino njewupanca.
Main_Inventar_00115	Hynak#su mo#znos#c njamam,$a wino se njewukali.
Main_Inventar_00117	Naru#kny s#l#on#kny #kasnik.
Main_Inventar_00118	Narucny s#ly#ncny zeger.
Main_Inventar_00120	#C#esliski hamor.
Main_Inventar_00121	Twarcojski klapac.
Main_Inventar_00123	To je klu#k do pok#ladni#s#ca.
Main_Inventar_00124	To jo kluc do pok#ladni#s#ca.
Main_Inventar_00126	To bud#de raz krasna woporna #skla.
Main_Inventar_00127	To bu#do raz k#sasna woporna #skla.
Main_Inventar_00129	Podpisany p#rikaz.
Main_Inventar_00130	Podpisany p#yikaz.
Main_Inventar_00132	To je skica woporneje #skl#e.
Main_Inventar_00133	To jo skica woporneje #skl#e.
Main_Inventar_00135	To je zbytk wosu#ska.
Main_Inventar_00136	To jo zbytk ko#laca.
Main_Inventar_00138	S#l#odny Drje#zd#danski wosu#sk.
Main_Inventar_00139	S#lodny Drje#zd#da#nski ko#lac.
Main_Inventar_00141	To je moja wosobinska drasta.
Main_Inventar_00142	To jo moja wosobinska drastwa.
Main_Inventar_00144	To je karta domizny.
Main_Inventar_00145	To jo korta domownje.
Main_Inventar_00147	#fPublikum a ja. Kak p#rewinu strachi.#F$Pom#ernje #ce#zka kniha to je.
Main_Inventar_00148	#fPublikum a ja. Kak p#yewinjom t#sachy.#F$Pom#ernje #y#e#zke knig#ly to su.
Main_Inventar_00150	Woporna #skla. Klu#k za Koraktor.
Main_Inventar_00151	Woporna #skla. Kluc za Koraktor.
Main_Inventar_00153	Stara kniha - KORAKTOR!
Main_Inventar_00154	KORAKTOR!
Main_Inventar_00156	Hoberski, #ke#zki kamje#n!
Main_Inventar_00157	Wjelicki, #y#e#zki kamje#n!
Main_Inventar_00159	Syno.
Main_Inventar_00160	Suche seno.
Main_Inventar_00162	Do horn#kka mi to njep#ri#nd#de!
Main_Inventar_00163	Do gjarny#ska m#e to njep#yi#do!
Main_Inventar_00165	Njeje la#kna...
Main_Inventar_00166	Njejo #lacna...
Main_Inventar_00168	N#e, to nochcu zapali#c!
Main_Inventar_00169	N#e, to njok zapali#y!
Main_Inventar_00171	N#e, to nochcu zapali#c!
Main_Inventar_00172	N#e, to njok zapali#y!
Main_Inventar_00174	Jedyn dosaha!
Main_Inventar_00175	Jaden dosega!
Main_Inventar_00177	Njeje #losko#ciwa.
Main_Inventar_00178	Njejo #lakos#ciwa.
Main_Inventar_00180	N#e, z tym pisa#c njem#o#zu.
Main_Inventar_00181	N#e, z tym pisa#y njamogu.
Main_Inventar_00183	N#e, to nochcu zapali#c.
Main_Inventar_00184	N#e, to njok zapali#y!
Main_Inventar_00186	N#e, to nochcu zapali#c.
Main_Inventar_00187	N#e, to njok zapali#y!
Main_Inventar_00189	N#e, n#e. Wona ch#etro hubjenje hraje.
Main_Inventar_00190	N#e, n#e. Wona bejnje #spatnje grajo.
Main_Inventar_00192	Jeno#z tak? N#e!
Main_Inventar_00193	Jano tak? N#e!
Main_Inventar_00195	N#e#sto hi#s#ce pobrachuje!
Main_Inventar_00196	N#eco hy#s#ci felujo!
Main_Inventar_00198	Njeje h#l#odna.
Main_Inventar_00199	Njejo g#lodna.
Main_Inventar_00201	N#e, to nochcu zapali#c.
Main_Inventar_00202	N#e, to njok zapali#y!
Main_Inventar_00204	Wona wjace h#l#odna njeje.
Main_Inventar_00205	Wona w#ecej g#lodna njejo.
Main_Inventar_00207	J#onu to dosaha.
Main_Inventar_00208	DS J#onu to dosaha.
Main_Inventar_00210	J#onu to dosaha.
Main_Inventar_00211	Jaden raz to dosega.
Main_Inventar_00213	J#onu to dosaha.
Main_Inventar_00214	Jaden raz to dosega.
Main_Inventar_00216	Hej, to je #kw#elowanje zw#erjatow!
Main_Inventar_00217	Hej, to jo dr#ecowanje zw#erjetow!
Main_Inventar_00219	Do horn#kka mi to njep#ri#nd#de!
Main_Inventar_00220	Do gjarny#ska m#e to njep#yi#do!
Main_Inventar_00222	Jeno#z tak? N#e!
Main_Inventar_00223	Jano tak? N#e!
Main_Inventar_00225	N#e#sto hi#s#ce pobrachuje!
Main_Inventar_00226	N#eco hy#s#ci felujo!
Main_Inventar_00228	Jeno#z tak? N#e!
Main_Inventar_00229	Jano tak? N#e!
Main_Inventar_00231	To njem#o#zu do lista tykny#c!
Main_Inventar_00232	To njamogu do lista zatka#y!
Main_Inventar_00234	Kajke to wupada? List z to#lstym brjuchom.
Main_Inventar_00235	Kak to wugl#edajo? List z t#lustym brjuchom.
Main_Inventar_00237	W#ezo. Potom kro#siki wjace njenamakam.
Main_Inventar_00238	Se w#e. Potom kro#syki w#ecej njenamakajom.
Main_Inventar_00240	To rad#so Dinglingerej p#rewostaju.
Main_Inventar_00241	To lubjej Dinglingeroju p#yewostajim.
Main_Inventar_00243	Jeno#z tak? N#e!
Main_Inventar_00244	Jano tak? N#e!
Main_Inventar_00246	Tak nic.
Main_Inventar_00247	How nic.
Main_Inventar_00249	N#e, to nochcu zapali#c!
Main_Inventar_00250	N#e, to njok zapali#y!
Main_Karta_00000	Kulow
Main_Karta_00001	Njed#dichow
Main_Karta_00002	#Sunow
Main_Karta_00003	Ralbicy
Main_Karta_00004	Jitk
Main_Karta_00005	#Zd#dary
Main_Karta_00006	#Korny Cho#lmc
Main_Karta_00007	Kulow
Main_Karta_00008	Nje#dichow
Main_Karta_00009	#Sunow
Main_Karta_00010	Ralbicy
Main_Karta_00011	Jitk
Main_Karta_00012	Zd#dary
Main_Karta_00013	Cho#lmc
Main_Konc_00000	      Woprawd#de?
Main_Konc_00001	 Haj
Main_Konc_00002	  N#e
Main_Konc_00003	       Nap#sawdu?
Main_Konc_00004	 Jo
Main_Konc_00005	  N#e
Main_Mainlaby_00000	T#on wbohi kadla so tola pali!
Main_Mainlaby_00001	Ten bogi kjarl ga se pali!
Main_Mainlaby_00003	Ow, kro#sik! Za to pokazam #ci pu#c do swobody.
Main_Mainlaby_00004	Ow, zylber! Za to poka#zom #yi drogu do lichoty.
Main_Mainlaby_00006	M#lynko, m#lynko - Krabat #ce wo#la - n#etk s#l#onco so za #cmowym l#esom chowa.
Main_Mainlaby_00007	M#lynik, m#lynik - Krabat #yi wo#la - n#ent s#ly#nco se za #yamnym l#esom chowa.
Main_Mainlaby_00009	W#on so tola hi#zo pali!
Main_Mainlaby_00010	Won ga se ju#zo pali!
Main_Mainlaby_00012	Ty so n#ekak pali#s.
Main_Mainlaby_00013	To ma#ce w zymje znajmje#n#sa p#reco rjenje #cop#lo.
Main_Mainlaby_00014	Poprawom pytam #Kertowski m#lyn.
Main_Mainlaby_00015	Pytam #Kertowski m#lyn.
Main_Mainlaby_00016	N#e, nicht#o mi njepomha.
Main_Mainlaby_00017	W#odny mu#z praji, zo m#o#ze#ce wy mi pomha#c.
Main_Mainlaby_00018	Njenamakam wupu#c. M#o#ze#s mi pomha#c?
Main_Mainlaby_00019	Njenamakam wupu#c. M#o#ze#s mi pomha#c?
Main_Mainlaby_00020	Ach, ni#ko. Sym so myli#l.
